source_column,harmonized_name,soi_current_candidate,candidate_match_type,candidate_match_score,candidate_match_via,label,description,section,dtype,n_tax_years,years_present,first_year,last_year,scope_observed,combined_years_present
GRREC4,gross_receipts_admissions_sec509,"",below_threshold,0.2,"","Total Admissions, Sales, etc. Related to Purpose","Total gross receipts from admissions, merchandise or services, etc. related to charitable purpose Old 990 (DocCD=90) and Old 990EZ (DocCD=09): Sch A, Part IV-A, Line 17, Col (e) New 990 (DocCD=93) and New 990EZ (DocCD=92): Not available",Schedule A,Numeric,14,1997-2010,1997,2010,501C3-CHARITIES|501CE-NONPROFIT,"1997-2010, 2012-2024"
GRRECMEM,gross_income_members,"",below_threshold,0.210526316,"",Gross Income - Members,"501(c)(12) orgs - Gross income from members or shareholders Old 990 (DocCD=90): Part VI, Line 87a New 990 (DocCD=93): Part V Line 11a 990EZ (DocCD=09 and 92): Not Available",Other Information,Numeric,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT,1989-2024
GRRECOTH,gross_income_other,"",below_threshold,0.263157895,"",Gross Income - Other,"501(c)(12) orgs - Gross income from other sources Old 990 (DocCD=90): Part VI, Line 87b New 990 (DocCD=93): Part V Line 11b 990EZ (DocCD=09 and 92): Not Available",Other Information,Numeric,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT,1989-2024
GRRECPUB,gross_receipts_public_use,gross_receipts_public_use,description_jaccard,0.333,990ez:grspublicrcpts,Income Public Use of Facilities,"501(c)(7) orgs - Gross receipts for public use of club facilities Old 990 (DocCD=90): Part VI, Line 86b New 990 (DocCD=93): Part V Line 10b 990EZ (DocCD=09 and 92): Part V, Line 39b",Other Information,Numeric,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT,1989-2024
GRROOT,total_lobbying_amount,"",below_threshold,0.090909091,"",Grass Roots Expenses,"Total lobbying expenditures to influence public opinion (grassroots lobbying) Old 990 (DocCD=90) and Old 990EZ (DocCD=09): Sch A, Part VI-A, Line 36, Col (b) New 990 (DocCD=93) and New 990EZ (DocCD=92): Not available",Schedule A,Numeric,22,1989-2010,1989,2010,501C3-CHARITIES|501CE-NONPROFIT,1989-2010
GRTNONTX,nontaxable_grassroots_amount,"",below_threshold,0.086956522,"",Grass Roots Nontaxable Amt,"Grassroots nontaxable amount (enter 25% of line 41) Old 990 (DocCD=90) and Old 990EZ (DocCD=09): Sch A, Part VI-A, Line 42, Col (b) New 990 (DocCD=93) and New 990EZ (DocCD=92): Not available",Schedule A,Numeric,14,1997-2010,1997,2010,501C3-CHARITIES|501CE-NONPROFIT,1997-2010
GVTSRV4,gov_services_value_sec170,"",below_threshold,0.142857143,"",Total Govt Services/Facilities,"Services or facilities furnished by a governmental unit Old 990 (DocCD=90) and Old 990EZ (DocCD=09): Sch A, Part IV-A, Line 21, Col (e) New 990 (DocCD=93) and New 990EZ (DocCD=92): Not available",Schedule A,Numeric,14,1997-2010,1997,2010,501C3-CHARITIES|501CE-NONPROFIT,"1997-2010, 2012-2024"
GovGtCode,"","",below_threshold,0.2,"",Code for Contributions from government grants,Code for Estimated Contributions from government grants,Supplemental fields (Authorized Users Only),Character,15,1997-2011,1997,2011,501C3-CHARITIES,""
GovGtEstimate,"","",below_threshold,0.25,"",Contributions from government grants,Estimated Contributions from government grants,Supplemental fields (Authorized Users Only),Numeric,15,1997-2011,1997,2011,501C3-CHARITIES,""
GovGtYr,"","",below_threshold,0.222222222,"",Year of Contributions from government grants,Year of Estimated Contributions from government grants,Supplemental fields (Authorized Users Only),Numeric,15,1997-2011,1997,2011,501C3-CHARITIES,""
INCCD,"","",below_threshold,0.25,"",Income range code,Income range code,Financial Info,Character,3,"1989-1990, 1992",1989,1992,501CE-NONPROFIT,""
INCOME,"","",skipped_bmf_origin,,"","","","","",4,"1997-1999, 2004",1997,2004,501C3-CHARITIES|501CE-NONPROFIT,""
INCOMECD,"","",skipped_bmf_origin,,"","","","","",6,1994-1999,1994,1999,501CE-NONPROFIT,""
INCPURP4,total_support_less_admissions_amount,"",below_threshold,0.136363636,"","Total Support Less Sales, etc.","Total support less admissions, merchandise, etc. - line 23 less line 17 Old 990 (DocCD=90) and Old 990EZ (DocCD=09): Sch A, Part IV-A, Line 24, Col (e) New 990 (DocCD=93) and New 990EZ (DocCD=92): Not available",Schedule A,Numeric,14,1997-2010,1997,2010,501C3-CHARITIES|501CE-NONPROFIT,1997-2010
INC_CODE,"","",skipped_bmf_origin,,"","","","","",11,"1997-2002, 2004, 2007-2010",1997,2010,501C3-CHARITIES|501CE-NONPROFIT,""
INFLEXP,direct_lobbying_expenses,"",below_threshold,0.1,"",Direct Lobbying Expenses,"Total lobbying expenditures to influence a legislative body (direct lobbying) Old 990 (DocCD=90) and Old 990EZ (DocCD=09): Sch A, Part VI-A, Line 37, Col (b) New 990 (DocCD=93) and New 990EZ (DocCD=92): Not available",Schedule A,Numeric,22,1989-2010,1989,2010,501C3-CHARITIES|501CE-NONPROFIT,1989-2010
INITFEES,initiation_fees,"",below_threshold,0.294117647,"",Initiation Fees,"501(c)(7) orgs - Initiation fees and capital contributions Old 990 (DocCD=90): Part VI, Line 86a New 990 (DocCD=93): Part V Line 10a 990EZ (DocCD=09 and 92): Part V, Line 39a",Other Information,Numeric,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT,1989-2024
INVENTG,gross_sales_inventory,"",below_threshold,0.1875,"",Inventory Gross Sales,"Gross sales of inventory, less returns and allowances Old 990 (DocCD=90): Part I, Line 10a New 990 (DocCD=93): Part VIII Line 10a 990EZ (DocCD=09 and 92): Part I, Line 7a","Revenues, Expenses, and Change in Net Assets",Numeric,15,1997-2011,1997,2011,501C3-CHARITIES|501CE-NONPROFIT,1997-2024
INVINC,investment_income,"",below_threshold,0.142857143,"",Total Investment Income,"Total investment income Old 990 (DocCD=90): Sum of Part I, Lines 4, 5, & 7 New 990 (DocCD=93): Part VIII Line 3A 990EZ (DocCD=09 and 92): Part I, Line 4","Revenues, Expenses, and Change in Net Assets",Numeric,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT,1989-2024
INVINC4,gross_income_interest_sec170,"",below_threshold,0.217391304,"",Total Interest and Dividends,"Gross income from interest, dividends, payments on securities loans, etc. Old 990 (DocCD=90) and Old 990EZ (DocCD=09): Sch A, Part IV-A, Line 18, Col (e) New 990 (DocCD=93) and New 990EZ (DocCD=92): Not available",Schedule A,Numeric,14,1997-2010,1997,2010,501C3-CHARITIES|501CE-NONPROFIT,"1997-2010, 2012-2024"
IndSupCode,"","",below_threshold,0.285714286,"",Code for Indirect public support,Code for Estimated Indirect public support,Supplemental fields (Authorized Users Only),Character,14,1998-2011,1998,2011,501C3-CHARITIES,""
IndSupEstimate,public_support_subtotal_sec170,public_support_sec170,description_jaccard,0.4,990:pubsupplesspct170,Indirect public support,Estimated Indirect public support,Supplemental fields (Authorized Users Only),Numeric,14,1998-2011,1998,2011,501C3-CHARITIES,"1998-2011, 2013-2024"
IndSupYr,"",public_support_sec170,description_jaccard,0.333,990:pubsupplesspct170,Year of Indirect public support,Year of Estimated Indirect public support,Supplemental fields (Authorized Users Only),Numeric,14,1998-2011,1998,2011,501C3-CHARITIES,""
InvOthCode,"","",below_threshold,0.285714286,"",Code for Other Investments,Code for Estimated Other Investments,Supplemental fields (Authorized Users Only),Character,13,1998-2010,1998,2010,501C3-CHARITIES,""
InvOthEstimate,investments_other_eoy,investments_other_eoy,description_jaccard,0.4,990:invstmntsothrend,Other Investments,Estimated Other Investments,Supplemental fields (Authorized Users Only),Numeric,13,1998-2010,1998,2010,501C3-CHARITIES,"1998-2010, 2013-2024"
InvOthYr,"",investments_other_eoy,description_jaccard,0.333,990:invstmntsothrend,Year of Other Investments,Year of Estimated Other Investments,Supplemental fields (Authorized Users Only),Numeric,13,1998-2010,1998,2010,501C3-CHARITIES,""
InvSecCode,"","",below_threshold,0.272727273,"",Code for Investment Securities (other securities a,Code for Estimated Investment Securities (other securities and publicly traded securities),Supplemental fields (Authorized Users Only),Character,13,1998-2010,1998,2010,501C3-CHARITIES,""
InvSecEstimate,investments_eoy,investments_eoy,description_jaccard,0.3,990:invstmntsend,Investment Securities (other securities and public,Estimated Investment Securities (other securities and publicly traded securities),Supplemental fields (Authorized Users Only),Numeric,13,1998-2010,1998,2010,501C3-CHARITIES,"1998-2010, 2013-2024"
InvSecYr,"",investments_eoy,description_jaccard,0.3,990:invstmntsend,Year of Investment Securities (other securities an,Year of Estimated Investment Securities (other securities and publicly traded securities),Supplemental fields (Authorized Users Only),Numeric,13,1998-2010,1998,2010,501C3-CHARITIES,""
LATITUDE,"","",below_threshold,0,"",Latitude,Latitude,Miscellaneous,Numeric,4,"2006-2007, 2010-2011",2006,2011,501C3-CHARITIES|501CE-NONPROFIT,""
LBEBOYCode,"","",below_threshold,0.272727273,"","Code for Land, Building and Equipment - beginning","Code for Estimated Land, Building and Equipment - beginning of year",Supplemental fields (Authorized Users Only),Character,13,1998-2010,1998,2010,501C3-CHARITIES,""
LBEBOYEstimate,land_bldg_equip_boy,rpt_land_bldg_equip_cd,description_jaccard,0.333,990:rptlndbldgeqptcd,"Land, Building and Equipment - beginning of year","Estimated Land, Building and Equipment - beginning of year",Supplemental fields (Authorized Users Only),Numeric,13,1998-2010,1998,2010,501C3-CHARITIES,1998-2010
LBEBOYYr,"",rpt_land_bldg_equip_cd,description_jaccard,0.333,990:rptlndbldgeqptcd,"Year of Land, Building and Equipment - beginning o","Year of Estimated Land, Building and Equipment - beginning of year",Supplemental fields (Authorized Users Only),Numeric,13,1998-2010,1998,2010,501C3-CHARITIES,""
LEGEXP,legislative_expenses,"",below_threshold,0.090909091,"",Legislative Expenses,"Total expenses paid or incurred in connection with the lobbying activities Old 990 (DocCD=90) and Old 990EZ (DocCD=09): Sch A, Part III, Line 1 New 990 (DocCD=93) and New 990EZ (DocCD=92): Not available",Schedule A,Numeric,22,1989-2010,1989,2010,501C3-CHARITIES|501CE-NONPROFIT,1989-2010
LEVEL1,"","",below_threshold,0.125,"",Public charity or priv. fndn?,Public charity or private foundation?,Other Classification,Character,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT,""
LEVEL1old20090616,"","",skipped_bmf_origin,,"","","","","",19,1989-2007,1989,2007,501C3-CHARITIES|501CE-NONPROFIT,""
LEVEL2,"","",below_threshold,0.142857143,"",Reporting public charity group,Reporting public charity groups.,Classification,Character,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT,""
LEVEL2old20090616,"","",skipped_bmf_origin,,"","","","","",19,1989-2007,1989,2007,501C3-CHARITIES|501CE-NONPROFIT,""
LEVEL3,"","",below_threshold,0,"",Major NTEE category,Major NTEE category,Other Classification,Character,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT,""
LEVEL3old20090616,"","",skipped_bmf_origin,,"","","","","",19,1989-2007,1989,2007,501C3-CHARITIES|501CE-NONPROFIT,""
LEVEL4,"","",below_threshold,0,"",NTEE-CC Major Group,NTEE-CC Major Group,Other Classification,Character,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT,""
LEVEL4old20090616,"","",skipped_bmf_origin,,"","","","","",19,1989-2007,1989,2007,501C3-CHARITIES|501CE-NONPROFIT,""
LIAB_BOY,total_liabilities_boy,"",below_threshold,0.142857143,"",Total Liabilities - BOY,"Total liabilities at beginning of year Old 990 (DocCD=90): Part IV, Line 66, Col (A) New 990 (DocCD=93): Part X Line 26 (A) 990EZ (DocCD=09 and 92): Part II, Line 26, Col (A)",Balance Sheet,Numeric,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT,1989-2011
LIAB_EOY,total_liabilities_eoy,"",below_threshold,0.214285714,"",Total Liabilities - EOY,"Total liabilities at end of year Old 990 (DocCD=90): Part IV, Line 66, Col (B) New 990 (DocCD=93): Part X Line 26 (B) 990EZ (DocCD=09 and 92): Part II, Line 26, Col (B)",Balance Sheet,Numeric,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT,1989-2024
LOBNOTAX,nontaxable_lobbying_amount,"",below_threshold,0.1,"",Lobbying Nontaxable Amt,"Lobbying nontaxable amount Old 990 (DocCD=90) and Old 990EZ (DocCD=09): Sch A, Part VI-A, Line 41, Col (b) New 990 (DocCD=93) and New 990EZ (DocCD=92): Not available",Schedule A,Numeric,14,1997-2010,1997,2010,501C3-CHARITIES|501CE-NONPROFIT,1997-2010
LOBOTH,other_lobbying_amount,"",below_threshold,0.15,"",Other Exempt Expenses,"Other exempt purpose expenditures Old 990 (DocCD=90) and Old 990EZ (DocCD=09): Sch A, Part VI-A, Line 39, Col (b) New 990 (DocCD=93) and New 990EZ (DocCD=92): Not available",Schedule A,Numeric,14,1997-2010,1997,2010,501C3-CHARITIES|501CE-NONPROFIT,1997-2010
LONGITUDE,"","",below_threshold,0,"",Longitude,Longitude,Miscellaneous,Numeric,4,"2006-2007, 2010-2011",2006,2011,501C3-CHARITIES|501CE-NONPROFIT,""
LRC,"","",skipped_bmf_origin,,"","","","","",11,"1997-2002, 2004, 2007-2010",1997,2010,501C3-CHARITIES|501CE-NONPROFIT,""
MAJGRPB,"","",below_threshold,0.1,"",Major NTEE group,Major NTEE group plus hospitals and higher education,Classification,Character,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT,""
MANUAL,"","",skipped_bmf_origin,,"","","","","",4,1989-1992,1989,1992,501C3-CHARITIES,""
MRTG_BOY,secured_mortgages_boy,"",below_threshold,0.19047619,"",Mortgages and Notes Payable - BOY,"Mortgages and other notes payable at beginning of year Old 990 (DocCD=90): Part IV, Line 64b, Col (A) New 990 (DocCD=93) and 990EZ (DocCD=09 and 92): Not available",Balance Sheet,Numeric,15,1997-2011,1997,2011,501C3-CHARITIES|501CE-NONPROFIT,1997-2011
MRTG_EOY,secured_mortgages_eoy,"",below_threshold,0.25,"",Mortgages and Notes Payable - EOY,"Mortgages and other notes payable at end of year Old 990 (DocCD=90): Part IV, Line 64b, Col (B) New 990 (DocCD=93): Part X Line 23 (B) 990EZ (DocCD=09 and 92): Not Available",Balance Sheet,Numeric,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT,1989-2024
MSA,"","",below_threshold,0.142857143,"",Metropolitan Statistical Area,Metropolitan Statistical Area (NCCS file) ( list ),Basic Info,Character,7,1999-2005,1999,2005,501C3-CHARITIES,""
MSA_NECH,"","",below_threshold,0.142857143,"",Metropolitan Statistical Area,Metropolitan Statistical Area (NCCS file) ( list ),Basic Info,Character,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT,""
NAICS,"","",below_threshold,0.125,"",NAICS Code,North American Industrial Classification System,Other Classification,Character,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT,""
NAME,"","",below_threshold,0.25,"",Name of organization,Organization name.,Basic Info,Character,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT,""
NCCSKEY,"","",below_threshold,0,"",Unique key: ein + return date,Unique key: ein + return date,Basic Info,Character,12,2000-2011,2000,2011,501C3-CHARITIES|501CE-NONPROFIT,""
NCCSKEY2,"","",below_threshold,0,"",Unique key: ein + fiscal year,Unique key: ein + fiscal year,Internal Processing,Character,16,1996-2011,1996,2011,501C3-CHARITIES|501CE-NONPROFIT,""
NEGINC,"","",skipped_bmf_origin,,"","","","","",3,1997-1999,1997,1999,501CE-NONPROFIT,""
NETA_BOY,total_net_assets_boy,"",below_threshold,0.117647059,"",Net Assets - BOY,"Net assets or fund balances at beginning of year Old 990 (DocCD=90): Part IV, Line 73, Col (A) New 990 (DocCD=93): Part X line 33 (A) 990EZ (DocCD=09 and 92): Part II, Line 27, Col (A)",Balance Sheet,Numeric,15,1997-2011,1997,2011,501C3-CHARITIES|501CE-NONPROFIT,1997-2011
NETINC,net_income,"",below_threshold,0.166666667,"",Net Income/Deficit,"Net income (loss) for the year Old 990 (DocCD=90): Part I, Line 18 New 990 (DocCD=93): Part I Line 19 (Current Year) 990EZ (DocCD=09 and 92): Part I, Line 18","Revenues, Expenses, and Change in Net Assets",Numeric,15,1997-2011,1997,2011,501C3-CHARITIES|501CE-NONPROFIT,1997-2011
NETRENT,net_rental_income,"",below_threshold,0.214285714,"",Net Rental Income,"Net rental income Old 990 (DocCD=90): Part I, Line 6c New 990 (DocCD=93): Part VIII Line 6d (A) 990EZ (DocCD=09 and 92): Not Available","Revenues, Expenses, and Change in Net Assets",Numeric,15,1997-2011,1997,2011,501C3-CHARITIES|501CE-NONPROFIT,1997-2024
NTEE,"","",skipped_bmf_origin,,"","","","","",17,1989-2005,1989,2005,501C3-CHARITIES|501CE-NONPROFIT,""
NTEE1,"","",below_threshold,0,"",NTEE major group,NTEE major group (A-Z),Basic Info,Character,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT,""
NTEE2,"","",skipped_bmf_origin,,"","","","","",16,"1989-1998, 2000-2005",1989,2005,501C3-CHARITIES,""
NTEE4,"","",below_threshold,0.142857143,"",Revised NTEE 4 Classification,Four-digit NTEE code.,Other Classification,Character,8,1989-1996,1989,1996,501C3-CHARITIES,""
NTEECC,"","",below_threshold,0,"",NTEECC primary purpose,NTEECC classification,Basic Info,Character,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT,""
NTEEIRS,"","",below_threshold,0.142857143,"",NTEE assigned by IRS,NTEE code assigned by IRS (includes NTEE-CC & XP codes),Other Classification,Character,8,"1997-1998, 2006-2011",1997,2011,501C3-CHARITIES|501CE-NONPROFIT,""
NTEESRC,"","",skipped_bmf_origin,,"","","","","",22,"1989-2005, 2007-2011",1989,2011,501C3-CHARITIES|501CE-NONPROFIT,""
NetLandCode,rpt_land_bldg_equip_cd,land_bldg_equip_eoy,description_jaccard,0.3,990:lndbldgsequipend,Code for Net Land Building and Equipment,Code for Estimated Net Land Building and Equipment,Supplemental fields (Authorized Users Only),Character,13,1998-2010,1998,2010,501C3-CHARITIES,"1998-2010, 2013-2024"
NetLandEstimate,land_bldg_equip_eoy,land_bldg_equip_eoy,description_jaccard,0.375,990:lndbldgsequipend,Net Land Building and Equipment,Estimated Net Land Building and Equipment,Supplemental fields (Authorized Users Only),Numeric,13,1998-2010,1998,2010,501C3-CHARITIES,"1998-2010, 2013-2024"
NetLandYr,"",land_bldg_equip_eoy,description_jaccard,0.333,990:lndbldgsequipend,Year of Net Land Building and Equipment,Year of Estimated Net Land Building and Equipment,Supplemental fields (Authorized Users Only),Numeric,13,1998-2010,1998,2010,501C3-CHARITIES,""
Ntee2007a,"","",below_threshold,0,"",NTEE-CC 2007,"NTEE-CC (2007 draft, v.1)",Miscellaneous,Character,17,1989-2005,1989,2005,501C3-CHARITIES|501CE-NONPROFIT,""
Ntee42007a,"","",skipped_bmf_origin,,"","","","","",11,1995-2005,1995,2005,501C3-CHARITIES,""
NteeCC4d,"","",below_threshold,0.117647059,"",NTEE-CC 4th and 5th Digits,NTEE-CC code 4th & 5th characters used for supporting organizations,Other Classification,Character,18,1989-2006,1989,2006,501C3-CHARITIES|501CE-NONPROFIT,""
NteeDraft,"","",below_threshold,0.2,"",NTEECC draft,Draft NTEE-CC code,Miscellaneous,Character,15,"1989-1998, 2000-2004",1989,2004,501C3-CHARITIES|501CE-NONPROFIT,""
NteeOldA,"","",skipped_bmf_origin,,"","","","","",16,1989-2004,1989,2004,501C3-CHARITIES|501CE-NONPROFIT,""
NumEmpCode,"",n_employees_w3,description_jaccard,0.4,990:noemplyeesw3cnt,Code for Number of employees,Code for Estimated number of employees,Supplemental fields (Authorized Users Only),Character,3,2008-2010,2008,2010,501C3-CHARITIES|501CE-NONPROFIT,""
NumEmpEstimate,n_employees_w3,n_employees_w3,description_jaccard,0.667,990:noemplyeesw3cnt,Number of employees,Estimated number of employees,Supplemental fields (Authorized Users Only),Numeric,3,2008-2010,2008,2010,501C3-CHARITIES|501CE-NONPROFIT,"2008-2010, 2013-2024"
NumEmpYr,"",n_employees_w3,description_jaccard,0.5,990:noemplyeesw3cnt,Year of Number of employees,Year of Estimated number of employees,Supplemental fields (Authorized Users Only),Character,3,2008-2010,2008,2010,501C3-CHARITIES|501CE-NONPROFIT,""
OLDNTEE,"","",skipped_bmf_origin,,"","","","","",6,1989-1994,1989,1994,501C3-CHARITIES,""
ORGCD,"","",below_threshold,0.125,"","Corporation, trust, assoc,etc.","Organization code: corporation, trust, association, etc.",Other Classification,Character,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT,""
OTHCHGS,other_change_net_assets,"",below_threshold,0.25,"",Other Changes in Net Assets,"Other changes in net assets or fund balances Old 990 (DocCD=90): Part I, Line 20 Old 990EZ (DocCD=09): Part I, Line 20 New 990 (DocCD=93) and New 990EZ (DocCD=92): Not available","Revenues, Expenses, and Change in Net Assets",Numeric,15,1997-2011,1997,2011,501C3-CHARITIES|501CE-NONPROFIT,1997-2011
OTHINC,other_income_sec170,"",below_threshold,0.153846154,"",Other Income,"Other income Old 990 (DocCD=90): Part I, Line 11 New 990 (DocCD=93): Part VIII Line 11e (A) 990EZ (DocCD=09 and 92): Part I, Line 8","Revenues, Expenses, and Change in Net Assets",Numeric,22,"1989, 1991-2011",1989,2011,501C3-CHARITIES|501CE-NONPROFIT,"1989, 1991-2011, 2013-2024"
OTHINC4,total_support_sec170,"",below_threshold,0.111111111,"",Total Support,"Total support - sum of lines 15 through 22 Old 990 (DocCD=90) and Old 990EZ (DocCD=09): Sch A, Part IV-A, Line 23, Col (e) New 990 (DocCD=93) and New 990EZ (DocCD=92): Not available",Schedule A,Numeric,14,1997-2010,1997,2010,501C3-CHARITIES|501CE-NONPROFIT,"1997-2010, 2013-2024"
OTHINVST,investment_income,"",below_threshold,0.153846154,"",Other Investment Income,"Other investment income Old 990 (DocCD=90): Part I, Line 7 Old 990EZ (DocCD=09): Part I, Line 4 New 990 (DocCD=93) and New 990EZ (DocCD=92): Not available","Revenues, Expenses, and Change in Net Assets",Numeric,14,1997-2010,1997,2010,501C3-CHARITIES|501CE-NONPROFIT,"1997-2010, 2012-2024"
OTHSAL,other_salaries_wages,"",below_threshold,0.266666667,"",Other Salaries,"Other salaries and wages of employees Old 990 (DocCD=90): Part II, Line 26, Col (A) New 990 (DocCD=93): Part IX Line 7 (A) 990EZ (DocCD=09 and 92): Not Available","Revenues, Expenses, and Change in Net Assets",Numeric,15,1997-2011,1997,2011,501C3-CHARITIES|501CE-NONPROFIT,1997-2024
OUTNCCS,"","",below_threshold,0.090909091,"",Out of Scope flag,Out-of-scope (IN/OUT) (see OUTREAS doc. for details),Basic Info,Character,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT,""
OUTNCCSold20090616,"","",skipped_bmf_origin,,"","","","","",19,1989-2007,1989,2007,501C3-CHARITIES|501CE-NONPROFIT,""
OUTREAS,"","",below_threshold,0.142857143,"",Reason why out of scope,Reason why out of scope,Basic Info,Character,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT,""
OUTREASold20090616,"","",skipped_bmf_origin,,"","","","","",19,1989-2007,1989,2007,501C3-CHARITIES|501CE-NONPROFIT,""
OthAsstCode,rpt_other_assets_cd,other_assets_eoy,description_jaccard,0.333,990:othrassetsend,Code for Other assets,Code for Estimated Other assets,Supplemental fields (Authorized Users Only),Character,13,1998-2010,1998,2010,501C3-CHARITIES,"1998-2010, 2013-2024"
OthAsstEstimate,other_assets_eoy,other_assets_eoy,description_jaccard,0.5,990:othrassetsend,Other assets,Estimated Other assets,Supplemental fields (Authorized Users Only),Numeric,13,1998-2010,1998,2010,501C3-CHARITIES,"1998-2010, 2013-2024"
OthAsstYr,"",other_assets_eoy,description_jaccard,0.4,990:othrassetsend,Year of Other assets,Year of Estimated Other assets,Supplemental fields (Authorized Users Only),Numeric,13,1998-2010,1998,2010,501C3-CHARITIES,""
P1CHGAS,other_changes_net_assets_fund_balances,other_changes_net_assets_fund_balances,description_jaccard,0.667,990ez:othrchgsnetassetfnd,Other changes in net assets or fund balances,Other changes in net assets or fund balances,"Part I:  Revenue, Expenses, and Changes in Net Assets or Fund Balances",Numeric,3,1997-1999,1997,1999,501CE-NONPROFIT,"1997-1999, 2012-2024"
